SynsetTerms,PosScore,NegScore
manawyddan#1,0,0
morrigu#1,0,0
tuatha_de_danann#1,0,0
egyptian_deity#1,0,0
amun#1,0,0
amun_ra#1,0,0
anubis#1,0,0
aton#1,0,0
bast#3,0,0
keb#1,0,0
horus#1,0,0
isis#1,0,0
khepera#1,0,0
min#3,0,0
nephthys#1,0,0
nut#2,0,0
osiris#1,0,0
ptah#1,0,0
re#2,0,0
sekhet#1,0,0
seth#2,0,0
thoth#1,0.125,0
semitic_deity#1,0,0
adad#1,0,0
adapa#1,0,0
anshar#1,0,0
antum#1,0,0
anu#1,0,0
enuki#1,0,0
apsu#1,0,0
aruru#1,0,0
ashur#1,0,0
astarte#1,0,0
mylitta#1,0,0
baal#1,0,0
bel#2,0,0
dagon#1,0,0
dagan#1,0,0
damkina#1,0,0
tammuz#2,0,0
ea#1,0,0
enki#1,0,0
enlil#1,0,0
ereshkigel#1,0,0
girru#1,0,0
gula#1,0,0
igigi#1,0,0
inanna#1,0,0
ki#2,0,0
kishar#1,0,0
lilith#1,0,0
mama#2,0,0
merodach#1,0,0
moloch#2,0,0
nebo#1,0.125,0
nammu#1,0,0
namtaru#1,0,0.5
nanna#3,0.5,0
nergal#1,0,0
nina#1,0,0
ningal#1,0.25,0
ningirsu#1,0,0
ningishzida#1,0,0
ninkhursag#1,0.125,0
nintu#1,0,0
ninurta#1,0,0
nusku#1,0,0
ramman#1,0,0
zirbanit#1,0,0
shamash#1,0,0.25
sin#4,0,0
tashmitum#1,0,0
tiamat#1,0,0
utnapishtim#1,0.375,0.125
utug#1,0,0
zubird#1,0,0.375
enkidu#1,0.5,0
gilgamish#1,0.125,0
hindu_deity#1,0,0
aditi#1,0.25,0.375
aditya#1,0,0
agni#1,0,0
asura#1,0,0.25
ahura#1,0.375,0
asvins#1,0.125,0
bhaga#1,0.25,0
brahma#1,0,0
brihaspati#1,0.25,0
bhumi_devi#1,0,0
devi#1,0,0
chandi#1,0,0.125
dharma#1,0,0.125
durga#1,0,0
dyaus-pitar#1,0,0
ganesha#1,0.25,0.125
garuda#1,0,0
gauri#1,0.375,0
hanuman#1,0.375,0
indra#1,0,0
ka#1,0,0
kali#2,0,0
kama#1,0.375,0
mara#1,0,0
karttikeya#1,0.25,0.125
lakshmi#1,0.125,0.5
marut#1,0,0
mitra#1,0,0
parjanya#1,0,0
parvati#1,0,0
prajapati#1,0,0
praxiteles#1,0,0
pushan#1,0,0
rahu#1,0,0.375
ribhus#1,0,0
rudra#1,0.375,0
sarasvati#1,0,0
savitar#1,0.125,0
shakti#1,0,0
siva#1,0,0
bairava#1,0,0
skanda#1,0,0
soma#2,0,0
surya#1,0,0
uma#1,0.625,0
ushas#1,0,0
vajra#1,0,0
varuna#1,0.375,0
vayu#1,0,0
vishnu#1,0,0.375
yama#1,0,0.375
avatar#2,0,0
juggernaut#2,0,0.125
kalki#1,0,0
krishna#1,0.125,0
rama#1,0,0
ramachandra#1,0,0.125
sita#1,0.25,0
balarama#1,0.25,0
parashurama#1,0,0
persian_deity#1,0,0
mithras#1,0,0
ormuzd#1,0.5,0
ahriman#1,0.125,0.5
siddhartha#1,0,0
bodhisattva#1,0.375,0
maitreya#1,0.125,0
avalokitesvara#1,0,0
lohan#1,0.375,0
buddha#2,0,0
chinese_deity#1,0,0
chang_kuo-lao#1,0,0
wen_ch'ang#1,0,0
taoist_trinity#1,0.5,0
tien-pao#1,0.125,0
mystic_jewel#1,0.125,0
spiritual_jewel#1,0,0
chuang-tzu#1,0,0
kwan-yin#1,0,0
japanese_deity#1,0,0
amaterasu_omikami#1,0,0
hachiman#1,0,0
hotei#1,0.25,0.5
izanagi#1,0,0
izanami#1,0,0
kami#1,0.125,0
kwannon#1,0,0
ninigino-mikoto#1,0,0
goddess#1,0,0
earth_god#1,0,0
earth_goddess#1,0,0
earth_mother#1,0,0
supreme_being#1,0,0
maker#2,0,0
eon#3,0.125,0
trinity#2,0,0
fatherhood#2,0,0
word#8,0,0
messiah#3,0,0
messiah#2,0,0
messiah#1,0,0.25
paraclete#1,0,0
hypostasis_of_christ#1,0,0
yhwh#1,0,0
allah#1,0,0
demiurge#1,0,0
faun#1,0,0
angel#1,0,0
archangel#1,0.625,0
gabriel#1,0.125,0
michael#1,0,0
raphael#2,0.125,0
cherub#2,0,0
seraph#1,0,0
guardian_spirit#1,0.25,0
genius_loci#2,0,0
divine_messenger#1,0,0
sprite#1,0,0
pixy#2,0,0
fairy_godmother#2,0.5,0
gnome#1,0,0
undine#1,0,0
leprechaun#1,0,0.125
sandman#1,0,0
morgan_le_fay#1,0,0.25
robin_goodfellow#1,0,0
evil_spirit#1,0.375,0.5
bad_fairy#1,0,0.5
bogy#2,0.444,0.556
fiend#2,0.444,0.556
cacodemon#1,0.444,0.556
good_spirit#1,0.75,0
incubus#1,0.125,0
succubus#1,0,0
dybbuk#1,0,0
the_tempter#1,0.125,0.375
ghoul#2,0.375,0.5
hobgoblin#1,0,0
kelpy#1,0,0
vampire#1,0,0
banshie#1,0,0
jinni#1,0,0
shaytan#1,0,0
eblis#1,0,0.375
houri#2,0.625,0
familiar_spirit#1,0,0
spirit#4,0,0
trickster#3,0,0
ghost#3,0,0.125
poltergeist#1,0,0.125
oberson#1,0,0
titania#2,0,0
tooth_fairy#1,0,0
water_sprite#2,0,0
peri#2,0,0.25
spectre#1,0.125,0.125
flying_dutchman#1,0,0
presence#3,0,0
adonis#3,0.25,0
greco-roman_deity#1,0,0
satyr#2,0,0
silenus#2,0,0
silenus#1,0,0
nymph#1,0.25,0
echo#2,0,0
hesperides#1,0,0
hyades#1,0,0
oread#1,0,0
pleiades#1,0,0
sterope#1,0,0
water_nymph#3,0,0
daphne#2,0,0
naiad#2,0,0
nereid#1,0,0
thetis#1,0,0
oceanid#1,0,0
wood_nymph#1,0,0
salmacis#1,0,0
hamadryad#1,0.125,0
greek_deity#1,0,0
roman_deity#1,0,0
olympic_god#1,0,0
aeolus#1,0,0
aether#1,0,0
phoebus_apollo#1,0,0
pythius#1,0,0.125
cytherea#1,0,0
hero#6,0,0
leander#1,0,0
pygmalion#1,0,0
galatea#1,0,0
venus#2,0.125,0
ares#1,0,0
eris#1,0,0
thanatos#1,0,0
mors#1,0,0
mars#2,0,0
nyx#1,0,0
rhea_silvia#1,0,0
romulus#1,0,0
remus#1,0,0
cynthia#1,0,0
boreas#2,0,0
diana#2,0,0
ate#1,0,0
pallas_athene#1,0,0
minerva#1,0,0
chaos#3,0,0
cronus#1,0,0
dido#1,0,0
saturn#2,0,0
demeter#1,0,0
ceres#1,0,0
dionysus#1,0,0
doris#1,0,0
asklepios#1,0,0
bacchus#1,0,0
erebus#1,0,0
nox#1,0,0
eros#1,0,0
cupid#1,0,0
daedalus#1,0,0
damon_and_pythias#1,0,0
ge#2,0,0
hebe#1,0,0.125
helios#1,0,0
icarus#1,0,0
sol#2,0,0
hecate#1,0,0
hephaistos#1,0,0
vulcan#1,0,0
hermes#1,0,0
hermaphroditus#1,0,0
mercury#2,0,0
hygeia#1,0.5,0
panacea#1,0,0
here#2,0,0
io#1,0,0
janus#1,0,0
juno#1,0,0
hestia#1,0,0
vesta#1,0,0
hymen#1,0,0
hyperion#1,0,0
minos#1,0,0
ariadne#1,0.375,0
moirai#1,0,0
parcae#1,0,0
klotho#1,0,0
lachesis#1,0,0
atropos#1,0,0
momus#1,0.5,0
muse#1,0,0
calliope#1,0,0
clio#1,0,0
erato#1,0,0
euterpe#2,0,0
melpomene#1,0,0
polyhymnia#1,0,0
terpsichore#1,0,0
thalia#1,0,0
urania#1,0,0
nemesis#1,0,0
nereus#1,0,0
nike#1,0,0
victoria#2,0,0
uranus#1,0,0
pan#2,0,0
faunus#1,0,0
pasiphae#1,0,0
pontus#1,0,0
poseidon#1,0,0
proteus#1,0.125,0
neptune#1,0,0
persephone#1,0,0
procrustes#1,0,0
proserpine#1,0,0
phaethon#1,0,0
pluto#2,0,0
orcus#1,0,0
pythoness#2,0,0
priapus#1,0,0
rhadamanthus#1,0,0
selene#1,0,0
luna#1,0,0
eos#1,0,0
eurydice#1,0,0
orion#1,0,0
orpheus#1,0,0
aurora#3,0,0
tellus#1,0,0
titan#2,0,0
titaness#1,0,0
triton#1,0,0
tyche#1,0.25,0
fortuna#1,0.625,0
zephyr#2,0,0
zeus#1,0,0
jupiter#2,0,0
lightning_hurler#1,0,0
thunderer#1,0,0
rain-giver#1,0,0
jupiter_optimus_maximus#1,0,0
protector_of_boundaries#1,0,0
oceanus#1,0,0
cocus#1,0,0
crius#1,0,0
iapetus#1,0,0
vestal_virgin#1,0,0
atlas#1,0,0
epimetheus#1,0,0
prometheus#1,0,0.25
theia#1,0,0
rhea#1,0,0
ops#1,0,0
sylvanus#1,0,0
agdistis#1,0,0
themis#1,0,0
mnemosyne#1,0,0
phoebe#2,0,0
tethys#1,0,0
psyche#3,0.25,0.25
leto#1,0,0
hercules#1,0,0
pandora#1,0,0
norse_deity#1,0,0
aesir#1,0,0
andvari#1,0,0
vanir#1,0,0
baldr#1,0.25,0
bragi#1,0,0
elli#1,0,0
forseti#1,0.375,0
freyr#1,0,0
freyja#1,0.125,0
frigga#1,0,0
heimdallr#1,0,0
hela#1,0,0
hoenir#1,0.5,0
hothr#1,0,0
ithunn#1,0,0
jotunn#1,0,0
loki#1,0,0.25
mimir#1,0,0
nanna#2,0,0
njorth#1,0,0
weird_sister#1,0,0
urth#1,0,0
verthandi#1,0,0
skuld#1,0,0
odin#1,0,0
sif#1,0,0
sigyn#1,0,0.25
thor#1,0,0
tyrr#1,0,0
ullr#1,0.5,0
vali#1,0.125,0
vitharr#1,0,0
fenrir#1,0,0
volund#1,0,0
yggdrasil#1,0,0
ymir#1,0,0
wieland#1,0,0
teutonic_deity#1,0,0
donar#1,0,0
nerthus#1,0,0
wotan#1,0,0
anglo-saxon_deity#1,0,0
tiu#1,0,0
woden#1,0,0
wyrd#1,0,0
adam#1,0,0
eve#1,0,0
cain#1,0,0
abel#2,0,0
seth#1,0,0
fictitious_character#1,0,0
ajax#1,0,0
aladdin#1,0,0
argonaut#2,0,0
babar#1,0,0
beatrice#1,0,0
beowulf#1,0,0
bluebeard#1,0,0.375
james_bond#1,0,0
brynhild#1,0,0.25
valkyrie#1,0,0
brer_rabbit#1,0,0
paul_bunyan#1,0,0
john_henry#1,0,0
cheshire_cat#1,0,0
chicken_little#1,0,0
cinderella#2,0,0
colonel_blimp#2,0,0.625
dracula#2,0.25,0
jason#1,0,0
medea#1,0,0
laertes#1,0,0
odysseus#1,0,0
ulysses#1,0,0
penelope#1,0,0
theseus#1,0,0
tantalus#1,0,0
phrygian_deity#1,0,0
mater_turrita#1,0,0
achilles#1,0,0
aeneas#1,0,0
atreus#1,0,0
agamemnon#1,0,0
menelaus#1,0,0
iphigenia#1,0,0
clytemnestra#1,0,0
aegisthus#1,0,0
orestes#1,0,0
cassandra#1,0,0
antigone#1,0,0
creon#1,0,0
jocasta#1,0,0
electra#1,0,0
laocoon#1,0,0
laius#1,0,0
myrmidon#2,0,0
oedipus_rex#1,0,0
tiresias#1,0,0
peleus#1,0,0
don_quixote#1,0.125,0.125
el_cid#1,0,0
fagin#1,0,0.5
sir_john_falstaff#1,0,0.25
father_brown#1,0,0
faustus#1,0,0
frankenstein#3,0,0
frankenstein's_monster#1,0,0
goofy#1,0,0
gulliver#1,0,0
hamlet#2,0,0.625
hector#1,0,0
helen_of_troy#1,0,0
horatio_hornblower#1,0,0
iago#1,0.25,0.25
inspector_maigret#1,0,0
kilroy#1,0,0
lear#2,0.125,0.5
leda#1,0,0
lilliputian#2,0,0
philip_marlowe#1,0,0
mephistopheles#1,0.125,0.375
wilkins_micawber#1,0,0.125
mother_goose#1,0,0
mr._moto#1,0,0
othello#1,0,0.5
pangloss#1,0,0
pantaloon#2,0,0.125
pantaloon#1,0.125,0
perry_mason#1,0,0
peter_pan#2,0,0
pied_piper_of_hamelin#1,0,0
pierrot#1,0,0
pluto#1,0,0
huckleberry_finn#1,0,0
rip_van_winkle#3,0,0.125
ruritanian#1,0,0.125
tarzan_of_the_apes#1,0,0
tom_sawyer#1,0,0
uncle_remus#1,0,0
uncle_tom#2,0,0
uncle_sam#1,0,0
sherlock_holmes#1,0,0
simon_legree#2,0,0
sinbad_the_sailor#1,0,0.125
snoopy#1,0,0
self#2,0,0
number_one#1,0,0
grownup#1,0,0
venturer#2,0,0
anomalist#1,0.125,0
unusual_person#1,0,0.125
anachronism#3,0,0
ananias#1,0,0
apache#2,0,0
applier#1,0,0
appointment#4,0,0
argonaut#1,0,0.125
ashkenazi#1,0,0
meeter#1,0,0
auctioneer#1,0,0
behaviourist#1,0,0
helper#2,0,0
benefactress#1,0,0
capitalist#2,0,0
capturer#1,0,0
caster#1,0,0
modifier#3,0,0
coadjutor#1,0,0
cofounder#1,0,0
color-blind_person#1,0,0.5
commoner#1,0,0
communicator#1,0,0
conservative_jew#1,0,0
conservator#2,0,0
constituent#2,0,0
contestee#1,0,0
contester#1,0,0
contra#1,0,0
contrapuntist#1,0,0
contrarian#1,0,0.25
consumer#1,0,0
contadino#1,0,0
contestant#1,0,0
coon#1,0,0.125
cosigner#1,0,0
cosigner#2,0,0
coward#1,0,0.25
creator#2,0,0
shielder#1,0,0
withstander#2,0,0
discussant#1,0,0
eristic#1,0.5,0
technologist#1,0,0
oenologist#1,0,0
ensign#1,0,0
entertainer#1,0.25,0
panegyrist#1,0,0
excavator#1,0,0
ex-gambler#1,0,0
ex-mayor#1,0,0
experimenter#1,0,0
experimenter#2,0,0
expert#1,0,0
exponent#2,0,0
ex-president#1,0,0
face#5,0,0
female_person#1,0,0
finisher#4,0,0
finisher#3,0,0
finisher#2,0,0
individualist#1,0,0
inhabitant#1,0,0
native#1,0,0
native#2,0,0
innocent#1,0.125,0
intellectual#1,0,0
juvenile_person#1,0,0
lover#1,0,0
lover#3,0.375,0.25
loved_one#1,0,0
leader#1,0,0
male_person#1,0,0
mediator#1,0,0
mediatrix#1,0,0
money_handler#1,0,0
monochromat#1,0,0.25
naprapath#1,0.125,0
subject#7,0,0
nativist#1,0,0
nonreligious_person#1,0.125,0.25
nonworker#1,0,0
peer#1,0,0
percipient#1,0,0
percher#1,0,0
precursor#2,0,0
preteenager#1,0.375,0
primitive_person#1,0,0
prize_winner#1,0,0
recipient#1,0,0
religious_person#1,0,0
religionist#1,0,0
sensualist#1,0.125,0
ticket_agent#1,0,0
ticket_holder#1,0,0
traveller#1,0,0
unfortunate_person#1,0,0.25
unwelcome_person#1,0.25,0.375
unpleasant_person#1,0.25,0.5
unskilled_person#1,0,0
worker#1,0,0
wrongdoer#1,0,0
african#1,0,0
black_african#1,0,0
boer#1,0,0
indo-european#1,0,0
aryan#1,0,0
person_of_colour#1,0,0
negroid#1,0,0
negress#1,0,0
negroid_race#1,0,0
black_american#1,0,0
black_man#1,0,0
black_woman#1,0,0
soul_brother#1,0,0
colored_person#1,0,0
darky#1,0,0.125
boy#4,0,0.125
spade#3,0,0
uncle_tom#1,0.125,0
mulatto#1,0,0
quadroon#1,0,0
octoroon#1,0,0
white_person#1,0,0
white_race#1,0,0
circassian#1,0,0
abkhazian#1,0,0
paleface#1,0,0
semite#1,0,0
babylonian#1,0,0
chaldee#2,0,0
assyrian#1,0,0
kassite#1,0,0
elamite#1,0,0
phoenician#1,0,0
white_man#1,0,0
white_woman#1,0,0
white_trash#1,0,0
whitey#1,0,0.25
white_anglo-saxon_protestant#1,0,0
asiatic#1,0,0
asian_american#1,0,0
cooly#1,0,0.625
oriental_person#1,0,0
yellow_race#1,0,0
yellow_man#1,0,0.25
yellow_woman#1,0,0.25
slant-eye#1,0,0
ewenki#1,0,0
mongolian#1,0,0
tatar#2,0,0
votyak#1,0,0
tatar#1,0,0
native_american#1,0,0
red_indian#1,0,0
brave#1,0,0
abnaki#1,0,0
achomawi#1,0,0
akwa'ala#1,0,0
alabama#2,0,0
algonkin#1,0,0
algonquin#1,0,0
anasazi#1,0,0
attacapan#1,0,0
athapaskan#1,0,0
indian_race#2,0,0
mayan#1,0,0
nahuatl#1,0,0
aztec#1,0,0
olmec#1,0,0
toltec#1,0,0
zapotecan#1,0,0
plains_indian#1,0,0
apache#1,0,0
arapahoe#1,0,0
arikara#1,0,0
atsugewi#1,0,0
biloxi#1,0,0
blackfoot#1,0,0
brule#1,0,0
caddo#1,0,0
cakchiquel#1,0,0
catawba#1,0,0
cayuga#1,0,0
cherokee#2,0,0
cheyenne#3,0,0
chickasaw#1,0,0
chimakum#1,0,0
chimariko#1,0,0
chinook#2,0,0
chipewyan#1,0,0
choctaw#1,0,0
cochimi#1,0,0
cocopah#1,0,0
coeur_d'alene#1,0,0
comanche#1,0,0
conoy#1,0,0
costanoan#1,0,0
cree#1,0,0
creek#2,0,0
crow#3,0,0
dakota#1,0,0
delaware#2,0,0
dhegiha#1,0,0
diegueno#1,0,0
erie#1,0,0
esselen#1,0,0
essene#1,0,0
eyeish#1,0,0
fox#6,0,0
haida#1,0,0
halchidhoma#1,0,0
havasupai#1,0,0
hidatsa#1,0,0
hitchiti#1,0,0
hopi#1,0,0
hokan#2,0,0
hunkpapa#1,0,0
hupa#1,0,0
illinois#2,0,0
ioway#1,0,0
iroquois#1,0,0
kalapuya#1,0,0
kamia#1,0,0
kansas#2,0,0
karok#1,0,0
kekchi#1,0,0
kichai#1,0,0
kickapoo#1,0,0
kiliwi#1,0,0
kiowa#1,0,0
koasati#1,0,0
kusan#1,0,0
kwakiutl#1,0,0
maidu#1,0,0
malecite#1,0,0
mam#1,0,0
maricopa#1,0,0
massachusetts#2,0,0
mattole#1,0,0
menomini#1,0,0
miniconju#1,0,0
missouri#3,0,0
miami#1,0,0
mikmaq#1,0,0
miwok#1,0,0
mojave#1,0,0
mohawk#1,0,0
mohican#1,0,0
muskogean#1,0,0
muskogee#1,0,0
nanticoke#1,0,0
navajo#1,0,0
nez_perce#1,0,0
nootka#1,0,0
ofo#1,0,0
oglala#1,0,0
ojibway#1,0,0
omaha#1,0,0
osage#1,0,0
oneida#1,0,0
onondaga#1,0,0
otoe#1,0,0
ottawa#1,0,0
piute#1,0,0
pamlico#1,0,0
passamaquody#1,0,0
patwin#1,0,0
pawnee#1,0,0
penobscot#1,0,0
penutian#2,0,0
pima#1,0,0
pomo#1,0,0
ponka#1,0,0
potawatomi#1,0,0
powhatan#2,0,0
pueblo#1,0,0
kachina#2,0,0
quapaw#1,0,0
quiche#1,0,0
redskin#1,0,0.25
salish#2,0,0
santee_sioux#1,0,0
sauk#1,0,0
seminole#1,0,0
seneca#2,0,0
shahaptian#1,0,0
shasta#1,0,0
shawnee#1,0,0
shoshoni#1,0,0
sihasapa#1,0,0
sioux#1,0,0
teton_sioux#1,0,0
skagit#1,0,0
takelma#1,0,0
taos#1,0,0
taracahitian#1,0,0
cahita#1,0,0
tarahumara#1,0,0
tlingit#1,0,0
tsimshian#1,0,0
tuscarora#1,0,0
tutelo#1,0,0
two_kettle#1,0,0
ute#1,0,0
wakashan#1,0,0
wampanoag#1,0,0
walapai#1,0,0
wichita#1,0,0
winnebago#1,0,0
wintun#1,0,0
yahi#1,0,0
yana#1,0,0
yavapai#1,0,0
yokuts#2,0,0
yucateco#1,0,0
yuma#1,0,0
zuni#1,0,0
indian_race#1,0,0
indian#2,0,0
assamese#1,0,0
dravidian#1,0,0
badaga#1,0,0
gadaba#1,0,0
gond#1,0,0
kanarese#1,0,0
kolam#1,0,0
kotar#1,0,0
kui#1,0,0
malto#1,0,0
savara#1,0,0
tamil#1,0,0
telugu#1,0,0
toda#1,0,0
tulu#1,0,0
gujerati#1,0,0
kashmiri#1,0,0
oriya#1,0,0
punjabi#1,0,0
maratha#1,0,0
native_australian#1,0,0
slavic_race#1,0,0
slav#1,0,0
acadian#1,0,0
cajun#1,0,0
anabaptist#1,0,0
mennonite#1,0,0
amish#1,0,0
tunker#1,0,0
christian#1,0,0
christian_scientist#1,0,0
second_adventist#1,0,0
gentile#4,0,0.25
non-jew#1,0,0
gentile#2,0,0.25
protestant#1,0,0
quaker#1,0,0
catholic#1,0,0
non-catholic#1,0,0
anglican_catholic#1,0,0
greek_catholic#1,0,0
roman_catholic#1,0,0
papist#1,0,0
old_catholic#1,0,0
uniate_christian#1,0,0
copt#2,0,0
jew#1,0,0
jewess#1,0,0
yid#1,0,0.5
muslim#1,0,0
islamist#2,0.5,0
almoravid#1,0,0
jihadist#1,0,0
shiite_muslim#1,0,0
sunnite#1,0,0
buddhist#1,0,0
zen_buddhist#1,0,0
mahayanist#1,0,0
hinayanist#1,0,0.125
lamaist#1,0,0
tantrist#1,0,0
hindu#2,0.125,0
swami#1,0.125,0
chela#1,0,0.25
jainist#1,0,0
hare_krishna#1,0,0
shaktist#1,0,0
shivaist#1,0,0
vaishnava#1,0,0
shintoist#1,0,0.125
rastafarian#1,0,0
mithraist#1,0,0
zoroastrian#1,0,0
eurafrican#1,0,0
eurasian#1,0,0
european#1,0,0
sahib#1,0,0
memsahib#1,0,0
kelt#1,0,0
gael#1,0,0
briton#2,0,0
gaul#2,0,0
galatian#1,0,0
frank#1,0,0
salian_frank#1,0,0
teuton#2,0,0
afghanistani#1,0,0
kafir#2,0,0
pushtun#1,0,0
albanian#1,0,0
algerian#1,0,0
altaic#1,0,0
armenian#1,0,0
andorran#1,0,0
angolan#1,0,0
angolese#1,0,0
anguillan#1,0,0
antiguan#1,0,0
argentinian#1,0,0
australian#1,0,0
austronesian#1,0,0
austrian#1,0,0
bahamian#1,0,0
bahreini#1,0,0
bangladeshi#1,0,0
basotho#1,0,0
basque#1,0,0
bengali#1,0,0
bantu#1,0,0
herero#1,0,0
hutu#1,0,0
luba#1,0,0
sotho#1,0,0
tswana#1,0,0
watutsi#1,0,0
barbadian#1,0,0
belgian#1,0,0
beninese#1,0,0
bermudian#1,0,0
bhutani#1,0,0
bolivian#1,0,0
bornean#1,0,0
brazilian#1,0,0
carioca#1,0,0
tupi#1,0,0
guarani#2,0,0
maraco#1,0,0
bruneian#1,0,0
bulgarian#1,0,0
burmese#1,0,0
burundian#1,0,0
white_russian#1,0,0
byzantine#1,0,0
kampuchean#1,0,0
cameroonian#1,0,0
canadian#1,0,0
french_canadian#1,0,0
canuck#1,0,0
carthaginian#1,0,0
cebuan#1,0,0
central_american#1,0,0
chadian#1,0,0
chichewa#1,0,0
chilean#1,0,0
chinese#2,0,0
chink#1,0,0
colombian#1,0,0
congolese#1,0,0
costa_rican#1,0,0
cuban#1,0,0
cypriote#1,0,0
czechoslovakian#1,0,0
czech#1,0,0
slovak#1,0,0
dane#1,0,0
dutch_people#1,0,0
frisian#1,0,0
zealander#1,0,0
djiboutian#1,0,0
east_indian#1,0,0
ecuadorian#1,0,0
egyptian#1,0,0
copt#1,0,0
salvadorian#1,0,0
briton#1,0,0
english_person#1,0,0
englishman#1,0,0
englishwoman#1,0,0
anglo-saxon#1,0,0
anglo-saxon#2,0,0
anglo-indian#1,0,0
angle#3,0,0
saxon#1,0,0
west_saxon#1,0,0
jute#2,0,0
lombard#1,0,0
limey#1,0,0
pommy#1,0,0
cantabrigian#1,0,0
cornishman#1,0,0
cornishwoman#1,0,0
lancastrian#2,0,0.125
lancastrian#1,0,0
geordie#1,0,0
hanoverian#2,0,0
scouser#1,0,0
londoner#1,0.125,0
cockney#1,0,0
mancunian#1,0,0
oxonian#1,0,0
ethiopian#1,0,0
ewe#1,0,0
fulbe#1,0,0
amhara#1,0,0
eritrean#1,0,0
fijian#1,0,0
finn#1,0,0
fleming#3,0,0
komi#1,0,0
mari#1,0,0
ingrian#1,0,0
karelian#1,0,0
ostyak#1,0,0
livonian#1,0,0
latvian#1,0,0
lithuanian#1,0,0
mordvinian#1,0,0
nganasan#1,0,0
selkup#1,0,0
samoyed#1,0,0
vepsian#1,0,0
vogul#1,0,0
yeniseian#1,0,0
frenchwoman#1,0,0
gaul#1,0,0
parisian#1,0,0
parisienne#1,0,0
breton#1,0,0
savoyard#2,0,0
angevine#1,0,0
balkan#1,0,0
castillian#1,0,0
creole#2,0,0
creole#1,0,0
cretan#1,0,0
minoan#1,0.125,0
gabonese#1,0,0
hellene#1,0,0
achaian#1,0,0
eolian#1,0,0
dorian#1,0,0
ionian#1,0,0
athenian#1,0,0
corinthian#2,0,0
laconian#1,0,0
lesbian#2,0,0
spartan#1,0,0
arcadian#1,0,0
theban#2,0,0
theban#1,0,0
thracian#1,0,0
guatemalan#1,0,0
guyanese#1,0,0
haitian#1,0,0
honduran#1,0,0
malayan#1,0,0
moro#1,0,0
netherlander#1,0,0
norman#3,0,0
palestinian_arab#1,0,0
hindustani#1,0,0
miao#1,0,0
magyar#1,0,0
icelander#1,0,0
indonesian#1,0,0
persian#1,0,0
iraqi#1,0,0
irish_person#1,0,0
irishman#1,0,0
irishwoman#1,0,0
dubliner#1,0,0
paddy#1,0,0
israelite#1,0,0
israeli#1,0,0
sabra#1,0,0
italian#1,0,0
wop#1,0,0
etruscan#1,0,0
neopolitan#1,0,0
roman#1,0,0
roman#2,0,0
sabine#2,0,0
venetian#1,0,0
sicilian#1,0,0
tuscan#1,0,0
oscan#1,0,0
samnite#1,0,0
jamaican#1,0,0
nipponese#1,0,0
ryukyuan#1,0,0
nip#2,0,0
jordanian#1,0,0
korean#1,0,0
north_korean#1,0,0
south_korean#1,0,0
kenyan#1,0,0
kurd#1,0,0
kuwaiti#1,0,0
laotian#1,0,0
sami#1,0,0
latino#1,0,0
spik#1,0,0.25
lebanese#1,0,0
levantine#1,0,0
liberian#1,0,0
libyan#1,0,0
liechtensteiner#1,0,0
luxemburger#1,0,0
macedonian#1,0,0
madagascan#1,0,0
malawian#1,0,0
malaysian#1,0,0
sabahan#1,0,0
maldivian#1,0,0
malian#1,0,0
mauritanian#1,0,0
mauritian#1,0,0
mexican#1,0,0
chicano#1,0,0
wetback#1,0,0
mexicano#1,0,0
montserratian#1,0,0
moor#1,0,0
moroccan#1,0,0
mozambican#1,0,0
namibian#1,0,0
nauruan#1,0,0
nepali#1,0,0
gurkha#2,0,0
gurkha#1,0,0
new_zealander#1,0,0
nicaraguan#1,0,0
nigerian#1,0,0
haussa#1,0,0
nigerien#1,0,0
north_american#1,0,0
norwegian#1,0,0
nova_scotian#1,0,0
omani#1,0,0
pakistani#1,0,0
brahui#1,0,0
sindhi#1,0,0
panamanian#1,0,0
paraguayan#1,0,0
parthian#1,0,0
peruvian#1,0,0
south_american_indian#1,0,0
carib_indian#1,0,0
quechua#1,0,0
inka#1,0,0
inca#1,0,0
filipino#1,0,0
pole#2,0,0
polack#1,0,0
polynesian#1,0,0
portuguese#2,0,0
qatari#1,0,0
rumanian#2,0,0
russian#1,0,0
great_russian#1,0,0
muscovite#2,0,0
georgian#2,0,0
samoan#1,0,0
saudi_arabian#1,0,0
arabian#1,0,0
san_marinese#1,0,0
sarawakian#1,0,0
scandinavian#1,0,0
viking#1,0,0
scotsman#1,0,0
scotswoman#1,0,0
senegalese#1,0,0
seychellois#1,0,0
siberian#1,0,0
sierra_leonean#1,0,0
slovene#1,0,0
south_african#1,0,0
south_american#1,0,0
spaniard#1,0,0
sinhalese#1,0,0
sudanese#1,0,0
swazi#1,0,0
swede#1,0,0
brits#1,0,0
english_people#1,0,0
irish_people#1,0,0
french_people#1,0,0
sherpa#1,0,0
spanish_people#1,0,0
swiss_people#1,0,0
syrian#1,0,0
damascene#1,0,0
khmer#2,0,0
tahitian#1,0,0
taiwanese#1,0,0
tajik#1,0,0
tanzanian#1,0,0
thai#1,0,0
tibetan#2,0,0
togolese#1,0,0
tuareg#1,0,0
tunisian#1,0,0
turk#1,0,0
tyrolean#1,0,0
ottoman_turk#1,0,0
turki#1,0,0
azerbaijani#1,0,0
chuvash#1,0,0
effendi#1,0,0
